@RELATION test

@ATTRIBUTE v1	REAL
@ATTRIBUTE v2	REAL
@ATTRIBUTE v3	REAL
@ATTRIBUTE v4	REAL
@ATTRIBUTE v5	REAL
@ATTRIBUTE v6	REAL
@ATTRIBUTE v7	REAL
@ATTRIBUTE v8	REAL
@ATTRIBUTE v9	REAL
@ATTRIBUTE v10	REAL
@ATTRIBUTE v11	REAL
@ATTRIBUTE v12	REAL
@ATTRIBUTE v13	REAL
@ATTRIBUTE v14	REAL
@ATTRIBUTE v15	REAL
@ATTRIBUTE v16	REAL
@ATTRIBUTE v17	REAL
@ATTRIBUTE v18	REAL
@ATTRIBUTE v19	REAL
@ATTRIBUTE v20	REAL
@ATTRIBUTE v21	REAL
@ATTRIBUTE v22	REAL
@ATTRIBUTE v23	REAL
@ATTRIBUTE v24	REAL
@ATTRIBUTE v25	REAL
@ATTRIBUTE v26	REAL
@ATTRIBUTE v27	REAL
@ATTRIBUTE v28	REAL
@ATTRIBUTE v29	REAL
@ATTRIBUTE v30	REAL
@ATTRIBUTE v31	REAL
@ATTRIBUTE v32	REAL
@ATTRIBUTE v33	REAL
@ATTRIBUTE v34	REAL
@ATTRIBUTE v35	REAL
@ATTRIBUTE v36	REAL
@ATTRIBUTE v37	REAL
@ATTRIBUTE v38	REAL
@ATTRIBUTE v39	REAL
@ATTRIBUTE v40	REAL
@ATTRIBUTE v41	REAL
@ATTRIBUTE v42	REAL
@ATTRIBUTE v43	REAL
@ATTRIBUTE v44	REAL
@ATTRIBUTE v45	REAL
@ATTRIBUTE v46	REAL
@ATTRIBUTE v47	REAL
@ATTRIBUTE v48	REAL
@ATTRIBUTE v49	REAL
@ATTRIBUTE v50	REAL
@ATTRIBUTE v51	REAL
@ATTRIBUTE v52	REAL
@ATTRIBUTE v53	REAL
@ATTRIBUTE v54	REAL
@ATTRIBUTE v55	REAL
@ATTRIBUTE v56	REAL
@ATTRIBUTE v57	REAL
@ATTRIBUTE v58	REAL
@ATTRIBUTE v59	REAL
@ATTRIBUTE v60	REAL
@ATTRIBUTE v61	REAL
@ATTRIBUTE v62	REAL
@ATTRIBUTE v63	REAL
@ATTRIBUTE v64	REAL
@ATTRIBUTE v65	REAL
@ATTRIBUTE v66	REAL
@ATTRIBUTE v67	REAL
@ATTRIBUTE v68	REAL
@ATTRIBUTE v69	REAL
@ATTRIBUTE v70	REAL
@ATTRIBUTE v71	REAL
@ATTRIBUTE v72	REAL
@ATTRIBUTE v73	REAL
@ATTRIBUTE v74	REAL
@ATTRIBUTE v75	REAL
@ATTRIBUTE v76	REAL
@ATTRIBUTE v77	REAL
@ATTRIBUTE v78	REAL
@ATTRIBUTE v79	REAL
@ATTRIBUTE v80	REAL
@ATTRIBUTE v81	REAL
@ATTRIBUTE v82	REAL
@ATTRIBUTE v83	REAL
@ATTRIBUTE v84	REAL
@ATTRIBUTE v85	REAL
@ATTRIBUTE v86	REAL
@ATTRIBUTE v87	REAL
@ATTRIBUTE v88	REAL
@ATTRIBUTE v89	REAL
@ATTRIBUTE v90	REAL
@ATTRIBUTE v91	REAL
@ATTRIBUTE v92	REAL
@ATTRIBUTE v93	REAL
@ATTRIBUTE v94	REAL
@ATTRIBUTE v95	REAL
@ATTRIBUTE v96	REAL
@ATTRIBUTE v97	REAL
@ATTRIBUTE v98	REAL
@ATTRIBUTE v99	REAL
@ATTRIBUTE v100	REAL
@ATTRIBUTE class 	{cl1,cl2,cl3,cl4}

@DATA
-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,10,48,25,83,71,-1000000,-1000000,-1000000,-1000000,-1000000,22,-1000000,-1000000,62,-1000000,85,-1000000,95,-1000000,3,86,-1000000,-1000000,-1000000,50,58,-1000000,62,-1000000,-1000000,-1000000,-1000000,8,8,66,-1000000,-1000000,33,-1000000,89,79,-1000000,-1000000,-1000000,-1000000,-1000000,15,-1000000,32,-1000000,-1000000,84,47,28,71,19,84,86,53,-1000000,44,85,-1000000,-1000000,35,-1000000,79,71,48,96,72,-1000000,-1000000,94,77,35,30,84,46,-1000000,-1000000,87,-1000000,8,-1000000,14,28,-1000000,13,97,-1000000,50,60,-1000000,cl3
-1000000,12,57,-1000000,91,-1000000,48,-1000000,21,93,-1000000,-1000000,-1000000,-1000000,98,-1000000,-1000000,-1000000,31,-1000000,-1000000,85,91,-1000000,0,-1000000,1,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,85,0,-1000000,83,97,-1000000,63,-1000000,-1000000,58,-1000000,-1000000,50,-1000000,-1000000,51,-1000000,-1000000,-1000000,-1000000,-1000000,21,86,-1000000,-1000000,65,-1000000,15,6,-1000000,-1000000,-1000000,60,-1000000,-1000000,-1000000,-1000000,-1000000,63,-1000000,30,-1000000,-1000000,-1000000,1,21,40,24,-1000000,69,-1000000,32,14,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,13,-1000000,cl3
-1000000,-1000000,-1000000,-1000000,29,-1000000,-1000000,-1000000,39,-1000000,-1000000,-1000000,21,33,43,-1000000,29,13,-1000000,-1000000,97,-1000000,-1000000,14,97,37,-1000000,-1000000,-1000000,52,74,-1000000,44,-1000000,-1000000,55,62,-1000000,-1000000,51,-1000000,39,4,-1000000,-1000000,-1000000,45,82,-1000000,52,-1000000,98,26,52,-1000000,74,-1000000,21,87,-1000000,-1000000,-1000000,-1000000,3,-1000000,35,-1000000,39,-1000000,-1000000,81,-1000000,-1000000,93,-1000000,92,47,43,38,61,-1000000,-1000000,-1000000,24,40,-1000000,-1000000,-1000000,39,-1000000,95,-1000000,43,73,-1000000,88,-1000000,55,-1000000,-1000000,cl3
15,-1000000,-1000000,15,42,49,-1000000,-1000000,-1000000,-1000000,-1000000,82,-1000000,-1000000,66,-1000000,94,79,-1000000,-1000000,19,90,-1000000,-1000000,96,-1000000,-1000000,-1000000,92,40,1,-1000000,12,44,-1000000,-1000000,-1000000,94,-1000000,87,99,55,-1000000,-1000000,55,20,-1000000,7,-1000000,-1000000,35,7,48,-1000000,67,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,95,-1000000,-1000000,41,-1000000,13,-1000000,-1000000,89,-1000000,49,14,-1000000,37,96,-1000000,-1000000,16,-1000000,-1000000,80,-1000000,-1000000,4,-1000000,64,-1000000,-1000000,-1000000,-1000000,-1000000,80,-1000000,97,9,cl3
60,66,-1000000,-1000000,83,47,38,59,-1000000,-1000000,-1000000,-1000000,-1000000,49,28,32,84,-1000000,-1000000,11,-1000000,74,-1000000,-1000000,-1000000,93,-1000000,16,-1000000,30,-1000000,-1000000,-1000000,2,-1000000,33,81,84,62,-1000000,-1000000,57,-1000000,-1000000,37,-1000000,-1000000,15,47,-1000000,-1000000,-1000000,54,31,80,-1000000,56,9,45,25,88,-1000000,-1000000,51,-1000000,20,-1000000,67,-1000000,5,-1000000,-1000000,96,-1000000,47,24,-1000000,26,82,58,21,-1000000,79,27,-1000000,94,24,-1000000,-1000000,-1000000,-1000000,-1000000,42,-1000000,-1000000,-1000000,-1000000,-1000000,21,-1000000,cl3
67,98,-1000000,87,-1000000,20,66,47,81,-1000000,1,30,54,18,2,93,2,-1000000,64,-1000000,-1000000,-1000000,2,-1000000,73,71,22,43,66,26,51,84,-1000000,52,47,-1000000,-1000000,18,74,98,10,6,-1000000,-1000000,-1000000,35,-1000000,-1000000,-1000000,71,-1000000,38,-1000000,70,77,-1000000,-1000000,-1000000,36,51,-1000000,7,-1000000,-1000000,54,71,-1000000,71,96,-1000000,86,-1000000,-1000000,96,-1000000,-1000000,-1000000,61,-1000000,88,21,90,-1000000,86,64,51,-1000000,44,-1000000,56,70,67,22,-1000000,8,-1000000,5,-1000000,42,39,cl3
-1000000,-1000000,97,-1000000,-1000000,73,30,-1000000,18,-1000000,29,-1000000,-1000000,14,-1000000,-1000000,26,-1000000,-1000000,-1000000,82,-1000000,67,84,87,53,-1000000,-1000000,-1000000,76,-1000000,-1000000,82,-1000000,-1000000,60,-1000000,90,72,70,18,-1000000,51,-1000000,30,-1000000,49,-1000000,11,65,58,-1000000,12,-1000000,-1000000,36,88,-1000000,-1000000,27,73,-1000000,72,-1000000,17,31,62,39,1,2,97,34,-1000000,-1000000,58,-1000000,-1000000,82,-1000000,91,84,87,-1000000,-1000000,41,-1000000,53,50,1,-1000000,82,-1000000,-1000000,-1000000,47,-1000000,61,-1000000,29,64,cl3
-1000000,-1000000,46,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,25,-1000000,-1000000,-1000000,-1000000,28,56,13,-1000000,78,-1000000,36,58,-1000000,-1000000,-1000000,-1000000,67,6,-1000000,-1000000,60,78,-1000000,-1000000,-1000000,71,-1000000,71,-1000000,-1000000,-1000000,83,-1000000,-1000000,-1000000,29,65,45,-1000000,-1000000,-1000000,-1000000,-1000000,62,-1000000,45,-1000000,24,28,-1000000,32,-1000000,-1000000,-1000000,-1000000,29,-1000000,-1000000,97,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,67,37,-1000000,21,-1000000,97,35,54,-1000000,-1000000,90,14,13,69,83,-1000000,91,82,71,23,-1000000,-1000000,11,7,cl3
21,-1000000,-1000000,-1000000,5,56,-1000000,41,-1000000,29,-1000000,-1000000,-1000000,-1000000,55,-1000000,-1000000,-1000000,-1000000,-1000000,72,-1000000,55,-1000000,-1000000,22,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,49,-1000000,-1000000,60,61,35,67,25,-1000000,-1000000,-1000000,21,-1000000,-1000000,66,56,-1000000,-1000000,-1000000,55,7,-1000000,17,77,67,7,68,-1000000,53,-1000000,53,-1000000,-1000000,-1000000,5,-1000000,-1000000,4,23,89,4,66,38,52,13,-1000000,14,-1000000,23,53,40,-1000000,44,-1000000,13,-1000000,9,-1000000,46,-1000000,4,-1000000,15,9,-1000000,7,-1000000,60,cl3
-1000000,6,33,-1000000,-1000000,-1000000,-1000000,99,-1000000,38,60,69,-1000000,-1000000,38,32,98,-1000000,6,67,-1000000,-1000000,32,53,-1000000,69,87,-1000000,-1000000,57,59,-1000000,99,-1000000,-1000000,-1000000,-1000000,18,-1000000,5,94,87,-1000000,8,36,8,-1000000,-1000000,47,-1000000,-1000000,26,56,2,13,-1000000,-1000000,61,51,57,-1000000,-1000000,-1000000,34,8,-1000000,53,-1000000,-1000000,77,-1000000,-1000000,41,-1000000,-1000000,-1000000,-1000000,6,91,-1000000,18,-1000000,9,19,-1000000,84,-1000000,64,87,57,-1000000,57,-1000000,-1000000,-1000000,-1000000,-1000000,61,-1000000,53,cl3
-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,61,-1000000,-1000000,11,-1000000,-1000000,62,64,29,6,76,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,99,81,43,48,-1000000,-1000000,23,11,94,38,-1000000,39,6,-1000000,-1000000,-1000000,72,48,3,51,-1000000,-1000000,97,98,-1000000,35,58,80,-1000000,59,-1000000,30,-1000000,-1000000,14,-1000000,19,-1000000,85,-1000000,-1000000,-1000000,59,52,18,-1000000,76,69,-1000000,37,42,68,-1000000,49,-1000000,-1000000,-1000000,-1000000,31,41,55,-1000000,35,-1000000,88,87,89,29,5,-1000000,-1000000,16,80,-1000000,43,-1000000,cl3
47,23,-1000000,-1000000,-1000000,79,75,-1000000,-1000000,56,-1000000,-1000000,-1000000,93,-1000000,23,-1000000,17,-1000000,19,69,72,39,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,58,-1000000,45,71,54,2,64,0,48,75,-1000000,12,48,-1000000,69,10,74,0,29,80,47,-1000000,-1000000,3,-1000000,-1000000,-1000000,76,86,-1000000,-1000000,-1000000,35,-1000000,90,-1000000,4,98,-1000000,-1000000,72,-1000000,79,-1000000,-1000000,19,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,85,32,-1000000,-1000000,-1000000,-1000000,18,-1000000,3,76,-1000000,-1000000,-1000000,cl3
41,25,34,-1000000,77,20,99,-1000000,-1000000,4,-1000000,-1000000,-1000000,70,27,-1000000,33,-1000000,56,24,63,95,-1000000,-1000000,96,-1000000,81,-1000000,-1000000,11,49,28,36,-1000000,84,-1000000,31,2,43,-1000000,2,9,55,16,-1000000,60,-1000000,-1000000,13,6,-1000000,-1000000,-1000000,75,84,43,-1000000,51,-1000000,-1000000,55,-1000000,49,-1000000,70,-1000000,67,-1000000,-1000000,-1000000,-1000000,66,-1000000,-1000000,9,-1000000,-1000000,7,-1000000,16,-1000000,-1000000,-1000000,94,-1000000,85,-1000000,-1000000,-1000000,99,-1000000,33,80,-1000000,-1000000,39,78,31,67,31,cl3
7,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,20,26,-1000000,31,40,-1000000,-1000000,22,25,35,-1000000,38,23,-1000000,-1000000,-1000000,52,44,60,90,-1000000,0,-1000000,-1000000,31,-1000000,63,-1000000,-1000000,32,65,11,-1000000,70,-1000000,22,-1000000,-1000000,56,74,-1000000,-1000000,31,70,-1000000,-1000000,-1000000,84,17,-1000000,17,-1000000,52,78,-1000000,-1000000,65,12,0,-1000000,-1000000,-1000000,-1000000,-1000000,24,-1000000,43,-1000000,-1000000,-1000000,34,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,87,-1000000,-1000000,85,-1000000,65,-1000000,-1000000,67,20,66,36,60,-1000000,-1000000,-1000000,cl4
-1000000,-1000000,43,-1000000,5,-1000000,-1000000,-1000000,82,95,-1000000,-1000000,30,30,11,73,-1000000,-1000000,7,64,75,51,-1000000,-1000000,13,-1000000,-1000000,25,2,-1000000,-1000000,77,42,-1000000,97,-1000000,75,-1000000,38,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,19,57,58,41,-1000000,93,-1000000,-1000000,-1000000,-1000000,61,-1000000,-1000000,90,-1000000,-1000000,6,38,-1000000,16,-1000000,70,-1000000,-1000000,58,-1000000,5,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,22,-1000000,-1000000,-1000000,98,-1000000,82,23,81,-1000000,84,-1000000,33,-1000000,21,53,76,31,89,43,cl4
0,-1000000,-1000000,-1000000,-1000000,20,-1000000,-1000000,-1000000,51,-1000000,-1000000,3,92,-1000000,-1000000,-1000000,-1000000,11,-1000000,-1000000,27,64,66,-1000000,39,-1000000,-1000000,40,-1000000,-1000000,-1000000,-1000000,-1000000,74,25,1,-1000000,-1000000,53,-1000000,-1000000,69,-1000000,97,-1000000,35,-1000000,-1000000,-1000000,-1000000,61,-1000000,75,71,-1000000,-1000000,34,8,-1000000,1,53,-1000000,-1000000,-1000000,-1000000,15,-1000000,-1000000,-1000000,-1000000,0,-1000000,79,75,66,-1000000,-1000000,43,58,29,-1000000,-1000000,77,-1000000,0,26,-1000000,66,-1000000,-1000000,96,-1000000,-1000000,37,3,44,-1000000,81,-1000000,cl4
58,-1000000,-1000000,-1000000,-1000000,-1000000,23,80,6,-1000000,76,87,95,-1000000,-1000000,99,-1000000,-1000000,90,-1000000,-1000000,-1000000,-1000000,33,45,-1000000,71,-1000000,27,-1000000,62,58,-1000000,-1000000,95,-1000000,-1000000,-1000000,69,-1000000,-1000000,-1000000,3,79,-1000000,44,-1000000,-1000000,-1000000,2,-1000000,-1000000,36,-1000000,54,98,14,80,-1000000,-1000000,-1000000,26,-1000000,25,56,-1000000,-1000000,66,-1000000,66,88,49,-1000000,96,62,-1000000,-1000000,76,-1000000,78,-1000000,-1000000,66,-1000000,-1000000,73,-1000000,17,-1000000,38,67,-1000000,-1000000,42,-1000000,-1000000,-1000000,45,38,35,cl4
-1000000,36,58,69,-1000000,-1000000,10,20,-1000000,-1000000,-1000000,-1000000,-1000000,26,-1000000,-1000000,-1000000,-1000000,-1000000,39,7,85,59,1,61,-1000000,38,-1000000,-1000000,25,4,4,72,76,66,90,15,4,55,-1000000,-1000000,74,-1000000,-1000000,-1000000,-1000000,-1000000,19,18,-1000000,-1000000,-1000000,69,64,-1000000,54,11,-1000000,69,-1000000,72,-1000000,-1000000,90,64,-1000000,-1000000,27,88,-1000000,-1000000,80,18,1,52,-1000000,56,69,60,52,-1000000,-1000000,-1000000,-1000000,-1000000,70,-1000000,-1000000,23,54,56,52,29,-1000000,19,74,-1000000,-1000000,73,-1000000,cl4
81,-1000000,51,-1000000,-1000000,-1000000,55,0,81,54,-1000000,53,87,87,54,-1000000,-1000000,16,-1000000,94,-1000000,-1000000,-1000000,74,88,9,61,84,1,55,24,12,-1000000,-1000000,6,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,28,78,88,-1000000,-1000000,-1000000,42,-1000000,-1000000,-1000000,-1000000,-1000000,84,-1000000,79,34,-1000000,-1000000,-1000000,-1000000,30,43,-1000000,2,-1000000,77,72,-1000000,60,3,-1000000,-1000000,3,67,-1000000,6,-1000000,32,6,94,27,-1000000,30,-1000000,-1000000,39,-1000000,-1000000,-1000000,84,-1000000,-1000000,76,24,-1000000,-1000000,87,-1000000,cl4
-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,69,18,-1000000,15,98,43,87,52,-1000000,-1000000,-1000000,-1000000,64,-1000000,-1000000,-1000000,51,-1000000,-1000000,74,48,9,-1000000,-1000000,43,-1000000,-1000000,73,-1000000,41,16,-1000000,-1000000,86,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,89,40,71,34,4,1,-1000000,76,-1000000,7,-1000000,-1000000,-1000000,51,-1000000,87,6,-1000000,21,8,-1000000,19,-1000000,-1000000,70,-1000000,-1000000,-1000000,66,-1000000,13,-1000000,83,-1000000,36,0,-1000000,-1000000,-1000000,-1000000,-1000000,92,14,90,54,25,-1000000,-1000000,-1000000,-1000000,29,-1000000,-1000000,cl4
53,-1000000,88,-1000000,50,24,65,-1000000,2,4,97,92,-1000000,-1000000,94,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,99,36,56,44,-1000000,4,-1000000,-1000000,69,-1000000,70,-1000000,-1000000,-1000000,36,77,-1000000,-1000000,-1000000,-1000000,18,-1000000,-1000000,15,36,-1000000,26,-1000000,33,81,38,-1000000,-1000000,28,-1000000,-1000000,80,49,31,-1000000,-1000000,-1000000,43,15,-1000000,10,-1000000,-1000000,-1000000,72,-1000000,43,-1000000,-1000000,-1000000,25,-1000000,60,-1000000,-1000000,-1000000,-1000000,-1000000,84,-1000000,75,-1000000,-1000000,-1000000,79,-1000000,-1000000,88,-1000000,54,31,99,-1000000,-1000000,cl4
-1000000,-1000000,-1000000,53,-1000000,27,25,-1000000,44,-1000000,-1000000,52,14,91,-1000000,44,31,-1000000,78,57,75,25,31,7,26,-1000000,94,-1000000,24,31,67,-1000000,-1000000,-1000000,67,45,63,-1000000,-1000000,12,93,-1000000,97,-1000000,-1000000,65,-1000000,43,-1000000,57,-1000000,-1000000,-1000000,97,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,60,31,-1000000,71,-1000000,79,-1000000,19,-1000000,-1000000,10,-1000000,45,-1000000,57,13,28,-1000000,-1000000,15,-1000000,61,71,63,47,9,96,-1000000,32,-1000000,-1000000,37,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,cl4
-1000000,77,31,52,-1000000,-1000000,38,-1000000,51,-1000000,78,98,58,99,-1000000,-1000000,-1000000,80,86,-1000000,31,83,85,61,-1000000,69,-1000000,-1000000,-1000000,87,-1000000,-1000000,18,-1000000,-1000000,30,-1000000,-1000000,2,-1000000,47,-1000000,-1000000,43,-1000000,24,-1000000,24,-1000000,-1000000,85,74,53,27,-1000000,37,85,14,29,-1000000,-1000000,-1000000,85,-1000000,48,79,-1000000,-1000000,-1000000,52,58,-1000000,28,50,45,-1000000,20,-1000000,20,-1000000,28,42,-1000000,-1000000,-1000000,70,-1000000,76,80,-1000000,-1000000,-1000000,83,-1000000,76,-1000000,55,21,73,66,cl4
75,-1000000,-1000000,77,60,33,-1000000,24,-1000000,-1000000,56,25,-1000000,96,78,12,-1000000,-1000000,22,-1000000,57,33,-1000000,44,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,56,36,80,-1000000,-1000000,-1000000,22,-1000000,63,-1000000,49,82,39,-1000000,24,-1000000,-1000000,-1000000,-1000000,45,-1000000,71,68,32,49,0,31,-1000000,26,-1000000,50,97,-1000000,37,12,62,-1000000,6,92,54,-1000000,-1000000,0,90,83,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,5,-1000000,96,57,95,23,-1000000,19,24,-1000000,-1000000,-1000000,58,-1000000,15,-1000000,-1000000,-1000000,-1000000,cl4
-1000000,25,60,-1000000,-1000000,-1000000,-1000000,-1000000,45,42,-1000000,41,66,-1000000,-1000000,54,1,-1000000,-1000000,-1000000,8,45,60,-1000000,47,-1000000,99,93,-1000000,-1000000,-1000000,75,95,-1000000,2,25,49,-1000000,-1000000,-1000000,79,75,48,24,68,24,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,2,-1000000,14,-1000000,28,-1000000,48,59,-1000000,98,82,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,22,-1000000,-1000000,-1000000,38,90,-1000000,-1000000,49,-1000000,-1000000,59,-1000000,21,40,66,-1000000,-1000000,61,-1000000,-1000000,26,10,91,-1000000,41,10,34,-1000000,21,cl4
55,34,44,-1000000,-1000000,-1000000,55,34,-1000000,50,-1000000,21,31,-1000000,-1000000,-1000000,-1000000,70,3,-1000000,-1000000,-1000000,25,-1000000,-1000000,-1000000,48,12,-1000000,-1000000,85,99,91,93,-1000000,-1000000,-1000000,36,95,14,74,43,-1000000,94,52,-1000000,43,-1000000,38,94,-1000000,90,99,65,-1000000,53,-1000000,4,-1000000,30,-1000000,55,61,-1000000,-1000000,64,-1000000,-1000000,-1000000,-1000000,-1000000,1,83,26,-1000000,57,-1000000,52,13,59,-1000000,-1000000,88,60,62,68,-1000000,-1000000,-1000000,5,24,63,27,-1000000,-1000000,54,26,-1000000,61,78,cl4
-1000000,53,-1000000,83,-1000000,-1000000,98,81,34,-1000000,-1000000,-1000000,61,-1000000,62,-1000000,-1000000,48,68,41,21,-1000000,55,64,47,34,18,-1000000,75,55,-1000000,-1000000,52,11,-1000000,-1000000,-1000000,14,-1000000,72,-1000000,-1000000,-1000000,-1000000,10,3,-1000000,-1000000,59,21,-1000000,70,99,0,-1000000,-1000000,-1000000,27,-1000000,-1000000,-1000000,37,26,20,-1000000,15,8,-1000000,23,-1000000,85,28,-1000000,87,24,90,50,-1000000,79,95,-1000000,50,-1000000,-1000000,-1000000,-1000000,10,21,-1000000,19,-1000000,87,26,-1000000,-1000000,99,-1000000,46,13,21,cl4
39,-1000000,48,-1000000,85,-1000000,-1000000,-1000000,15,-1000000,13,89,-1000000,96,33,-1000000,40,-1000000,-1000000,66,-1000000,13,60,83,95,-1000000,6,79,-1000000,99,32,-1000000,21,8,-1000000,3,31,96,-1000000,-1000000,27,-1000000,-1000000,-1000000,84,24,83,80,25,34,10,29,-1000000,60,68,-1000000,-1000000,34,-1000000,89,38,65,-1000000,-1000000,-1000000,86,14,-1000000,98,81,-1000000,31,-1000000,27,-1000000,-1000000,66,74,-1000000,77,40,-1000000,-1000000,-1000000,62,-1000000,-1000000,71,-1000000,-1000000,-1000000,-1000000,-1000000,14,-1000000,-1000000,32,-1000000,56,-1000000,cl4
-1000000,-1000000,-1000000,46,87,-1000000,22,12,-1000000,-1000000,6,-1000000,75,64,-1000000,14,-1000000,-1000000,12,13,65,30,-1000000,-1000000,74,-1000000,18,-1000000,-1000000,-1000000,-1000000,83,-1000000,-1000000,86,-1000000,85,31,0,-1000000,-1000000,48,-1000000,-1000000,25,85,-1000000,52,-1000000,-1000000,43,-1000000,-1000000,34,-1000000,6,95,79,-1000000,82,22,-1000000,42,90,14,-1000000,91,89,-1000000,-1000000,46,1,-1000000,67,83,98,28,34,67,74,-1000000,79,93,-1000000,52,92,11,-1000000,52,40,29,-1000000,26,64,-1000000,-1000000,3,10,-1000000,-1000000,cl4
-1000000,18,-1000000,87,63,-1000000,26,-1000000,84,-1000000,-1000000,27,-1000000,-1000000,-1000000,-1000000,-1000000,30,-1000000,53,-1000000,33,22,-1000000,-1000000,20,44,60,84,23,38,21,-1000000,-1000000,42,-1000000,52,83,-1000000,16,-1000000,41,-1000000,-1000000,-1000000,59,88,-1000000,-1000000,63,-1000000,-1000000,6,-1000000,36,-1000000,53,-1000000,-1000000,61,74,-1000000,-1000000,-1000000,22,55,-1000000,18,-1000000,-1000000,82,-1000000,46,18,85,70,56,55,-1000000,9,85,26,-1000000,64,-1000000,53,-1000000,15,56,-1000000,63,-1000000,-1000000,48,-1000000,46,74,31,81,53,cl4
-1000000,-1000000,81,-1000000,46,53,-1000000,77,-1000000,-1000000,78,-1000000,-1000000,88,36,79,87,-1000000,-1000000,-1000000,34,-1000000,40,57,33,85,-1000000,69,-1000000,-1000000,-1000000,-1000000,6,-1000000,-1000000,59,25,-1000000,-1000000,-1000000,-1000000,32,14,-1000000,49,38,57,95,-1000000,0,-1000000,72,67,-1000000,20,-1000000,-1000000,-1000000,20,55,70,50,73,-1000000,-1000000,33,-1000000,-1000000,-1000000,-1000000,-1000000,74,39,80,25,69,-1000000,24,7,77,-1000000,-1000000,-1000000,8,-1000000,26,9,65,-1000000,-1000000,-1000000,23,30,-1000000,24,-1000000,41,90,-1000000,80,cl4
83,-1000000,-1000000,-1000000,13,42,63,34,14,88,-1000000,-1000000,84,-1000000,-1000000,26,86,36,66,-1000000,-1000000,24,77,36,-1000000,-1000000,63,-1000000,-1000000,26,55,-1000000,39,-1000000,75,-1000000,-1000000,50,-1000000,4,4,-1000000,76,80,36,-1000000,-1000000,73,-1000000,97,27,16,30,-1000000,-1000000,41,-1000000,7,18,-1000000,-1000000,-1000000,-1000000,94,51,2,24,61,64,-1000000,44,0,-1000000,40,-1000000,28,11,8,-1000000,-1000000,44,62,-1000000,-1000000,69,0,80,15,-1000000,8,98,-1000000,-1000000,71,-1000000,-1000000,-1000000,75,-1000000,26,cl4
-1000000,-1000000,-1000000,77,-1000000,42,-1000000,-1000000,-1000000,30,-1000000,-1000000,-1000000,62,24,-1000000,-1000000,-1000000,-1000000,66,18,84,-1000000,57,23,36,33,7,-1000000,28,33,-1000000,-1000000,-1000000,32,-1000000,-1000000,-1000000,48,-1000000,29,54,2,74,50,32,-1000000,-1000000,-1000000,37,-1000000,-1000000,-1000000,16,-1000000,-1000000,89,27,-1000000,10,-1000000,-1000000,-1000000,99,46,-1000000,77,-1000000,-1000000,-1000000,-1000000,-1000000,96,-1000000,-1000000,4,5,17,-1000000,84,49,-1000000,-1000000,63,7,-1000000,45,0,-1000000,10,34,84,-1000000,-1000000,63,91,-1000000,97,-1000000,89,cl4
0,-1000000,-1000000,2,-1000000,-1000000,75,-1000000,-1000000,34,99,-1000000,-1000000,-1000000,-1000000,-1000000,91,-1000000,-1000000,-1000000,65,-1000000,-1000000,16,46,-1000000,-1000000,37,-1000000,48,33,24,-1000000,-1000000,-1000000,-1000000,82,-1000000,64,20,-1000000,56,49,-1000000,-1000000,-1000000,84,-1000000,-1000000,-1000000,-1000000,-1000000,33,22,-1000000,85,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,92,38,-1000000,-1000000,-1000000,26,-1000000,-1000000,32,78,-1000000,14,-1000000,29,7,39,-1000000,79,53,-1000000,52,-1000000,49,94,11,36,-1000000,40,-1000000,-1000000,-1000000,74,81,3,51,-1000000,-1000000,cl4
